DYRK1A_N,ITSN1_N,pBRAF_N,pCAMKII_N,pERK_N,pMEK_N,pNR2A_N,pPKCAB_N,GSK3B_N,APP_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,pNUMB_N,RAPTOR_N,pP70S6_N,NUMB_N,pGSK3B_N,pPKCG_N,S6_N,AcetylH3K9_N,ARC_N,nNOS_N,Tau_N,IL1B_N,PSD95_N,SNCA_N,Ubiquitin_N,pS6_N,CaNA_N,Genotype
0.233226128,0.384939559,0.158145725,3.659531995,0.250526783,0.235000555,0.781412887,0.773871576,0.814905179,0.313851614,0.745813463,0.416213818,0.422202506,0.708550516,0.264389487,0.277032272,0.337584562,0.188090595,0.143017849,1.355482226,0.387580621,0.715914204,0.13259337,0.174291285,0.341232938,0.549422529,2.541472926,0.168066597,1.216064197,0.13259337,1.070046498,0
0.229960142,0.393600531,0.155779451,3.69054473,0.249667848,0.226638618,0.77779008,0.878542958,0.819198406,0.311891054,0.742581931,0.405004429,0.411426041,0.700287865,0.268379097,0.27734721,0.343224092,0.191188822,0.149118119,1.395052302,0.393677942,0.721844697,0.138505001,0.185767733,0.362373063,0.571657632,2.55890662,0.176070856,1.251278919,0.138505001,1.095059937,0
0.22331535,0.369829684,0.147466413,3.567756268,0.244790014,0.216650799,0.758277795,0.887866286,0.792341056,0.337776367,0.710568074,0.387813393,0.397968899,0.679572622,0.248069396,0.262667936,0.316936422,0.19493041,0.148977529,1.439234896,0.391182645,0.7371122,0.139802504,0.182722961,0.361558199,0.564030791,2.598009486,0.169349195,1.210714563,0.139802504,1.081486665,0
0.224246671,0.387386125,0.160616678,3.545059566,0.25311843,0.230133146,0.749824807,0.789067975,0.782480729,0.313665032,0.686755431,0.398598458,0.414856342,0.713524877,0.269376314,0.27091801,0.336229853,0.179549264,0.154032408,1.327155895,0.542838517,1.030359471,0.131775005,0.178059229,0.47429689,0.641087726,2.419072453,0.168746508,1.127863662,0.131775005,1.110448873,0
0.218939594,0.358612503,0.150356107,3.361382221,0.256924294,0.217884463,0.703376418,0.795172778,0.753758903,0.290820364,0.680954893,0.395278291,0.402004748,0.659588499,0.255341599,0.258770773,0.31640728,0.177976471,0.153129412,1.348141176,0.553505882,1.042917647,0.131858824,0.176282353,0.478964706,0.641035294,2.480941176,0.172988235,1.153223529,0.131858824,1.099105882,0
0.212589228,0.349772875,0.161972745,3.357170668,0.230889033,0.211421155,0.686826736,0.814016872,0.720700844,0.290071382,0.651265412,0.380142764,0.3862427,0.653601557,0.24633355,0.243478261,0.308241402,0.184534606,0.154844869,1.392076372,0.554844869,1.076563246,0.132792363,0.173651551,0.469498807,0.645632458,2.508353222,0.174892601,1.167828162,0.132792363,1.106921241,0
0.210781933,0.338513842,0.154929577,3.080135988,0.256597054,0.230208839,0.656953214,0.780152177,0.715719605,0.301117047,0.628784199,0.408612595,0.435324591,0.683341428,0.26145378,0.298850575,0.318601263,0.155737705,0.147877835,1.229957332,0.482259151,1.086570851,0.129126432,0.163036155,0.473276443,0.665618684,2.279025376,0.171569728,1.107006512,0.129126432,1.034807995,0
0.214228872,0.332007003,0.151201655,3.007321343,0.233646347,0.229189877,0.656374343,0.813942384,0.696800891,0.292217094,0.631067961,0.408562788,0.415724972,0.658761738,0.255132898,0.28091676,0.331847843,0.161345109,0.15160779,1.252943841,0.466598732,1.04857337,0.133491848,0.173120471,0.424026268,0.649796196,2.349637681,0.178781703,1.122056159,0.133491848,1.060235507,0
0.182517787,0.298969072,0.13953826,2.747930884,0.206330768,0.200377523,0.606650211,0.771598664,0.649048933,0.267750835,0.567010309,0.36706839,0.381298098,0.608973428,0.238275011,0.23290257,0.304777116,0.170703442,0.152740758,1.194344652,0.477343841,1.104067679,0.127593,0.169428671,0.446401669,0.681191332,2.37744814,0.173137096,1.137791169,0.127593,1.090740526,0
0.230489671,0.315416985,0.185156848,3.010520275,0.232593726,0.229533282,0.617061974,0.7517215,0.688791125,0.299158378,0.622991584,0.464039786,0.462509564,0.71537873,0.274100995,0.293611324,0.354820199,0.159134008,0.154235145,1.230088496,0.711441214,1.459386852,0.141276865,0.168615676,0.580436157,0.73119469,2.202907712,0.189001264,1.144279393,0.141276865,0.977876106,0
0.212104489,0.316777042,0.155077263,2.782192789,0.232339956,0.213760118,0.61589404,0.766924209,0.66611479,0.292862399,0.599521707,0.424025018,0.466703458,0.677888153,0.264348786,0.293046358,0.342163355,0.166091593,0.15119197,1.205614806,0.63848808,1.342377666,0.13848808,0.170953576,0.567126725,0.722239649,2.238864492,0.191656211,1.151662484,0.13848808,0.964711418,0
0.184718724,0.300083963,0.140722082,2.582367758,0.20822838,0.209907641,0.541897565,0.727791772,0.604869857,0.260957179,0.546599496,0.387741394,0.41813602,0.628379513,0.245843829,0.257766583,0.324265323,0.169901368,0.159242762,1.247216036,0.625994273,1.156856507,0.136811963,0.178332803,0.602768056,0.76296532,2.270283169,0.206808781,1.160197264,0.136811963,1.014794782,0
0.170634038,0.286318131,0.15862069,2.303893215,0.231590656,0.219577308,0.518353726,0.656062291,0.590211346,0.286095662,0.527697442,0.432258065,0.485428254,0.683426029,0.269410456,0.296996663,0.36240267,0.140535373,0.153537285,1.139388145,0.551625239,1.114722753,0.127151052,0.156214149,0.48374761,0.72581262,2.052772467,0.214531549,1.129445507,0.127151052,0.926386233,0
0.180628272,0.27530541,0.144415358,2.231675393,0.215095986,0.216841187,0.521815009,0.667102967,0.57482548,0.277486911,0.513743455,0.426701571,0.480584642,0.657940663,0.261780105,0.288394415,0.366492147,0.145877789,0.150727449,1.149757517,0.522017459,1.06614937,0.139088264,0.157322987,0.522405432,0.732298739,2.102036857,0.204461688,1.131134821,0.139088264,0.942386033,0
0.17844704,0.264085228,0.150993649,2.111042819,0.205695554,0.204671174,0.489653759,0.646179062,0.537389879,0.256095062,0.491497644,0.406678959,0.426961688,0.620774431,0.259373079,0.264085228,0.348084409,0.14816286,0.160079444,1.185898709,0.52571996,1.129096326,0.13306852,0.149354518,0.530883813,0.734061569,2.136047666,0.21469712,1.200397219,0.13306852,0.830387289,0
0.277423412,0.487108077,0.166561854,5.749887701,0.313179409,0.301769832,0.831192166,1.729134849,1.197646213,0.402299883,0.508399964,0.47345252,0.4291618,0.779983829,0.361333214,0.304105651,0.491061001,0.222233172,0.158322657,2.142800828,0.514733419,0.417069084,0.131418153,0.192322854,0.309451069,0.547403173,2.429634375,0.148713906,1.34182517,0.131418153,1.256430472,0
0.283077746,0.475838088,0.163873039,5.703905136,0.304654066,0.283256063,0.821594151,1.667261056,1.228780314,0.390513552,0.499554208,0.487785307,0.428495007,0.773805278,0.385074893,0.309557775,0.499108417,0.213647643,0.162679901,2.063473945,0.512655087,0.399801489,0.139255583,0.199305211,0.307791563,0.536277916,2.365558313,0.148188586,1.413498759,0.139255583,1.200942928,0
0.268051771,0.46278951,0.182646458,5.446611035,0.295470027,0.267029973,0.807305858,1.690820845,1.176600817,0.387176431,0.490548365,0.476668937,0.405568801,0.759451635,0.352094687,0.305347411,0.458702316,0.218507463,0.166119403,2.170298507,0.519054726,0.407512438,0.13199005,0.196268657,0.310049751,0.51880597,2.323134328,0.153084577,1.39358209,0.13199005,1.182587065,0
0.239189495,0.383178628,0.16934571,5.502377179,0.288997057,0.262055694,0.743717455,1.690740321,0.912044374,0.616028979,0.468983473,0.487095314,0.439098936,0.747000226,0.347068146,0.310844465,0.53633688,0.200428995,0.152103968,2.340104725,0.45340988,0.396126427,0.136584443,0.19676992,0.300170336,0.568102959,2.379723677,0.160431519,1.384959939,0.136584443,1.295880386,0
0.242444519,0.378721981,0.162261626,5.482993197,0.286941006,0.259284041,0.743838519,1.68439835,0.707929073,0.370915579,0.462138954,0.488569198,0.457678153,0.744284599,0.349169176,0.305118769,0.494145199,0.202555094,0.156499521,2.290897477,0.448035771,0.391376557,0.128776749,0.203449377,0.320025551,0.581794954,2.395273076,0.1681252,1.381731076,0.128776749,1.2772916,0
0.240794144,0.380102041,0.160714286,5.367346939,0.289485359,0.269077196,0.778948536,1.857475599,1.114795918,0.384427684,0.468500444,0.495230701,0.442657498,0.757653061,0.357253771,0.316104703,0.494787045,0.208185855,0.163395328,2.255679259,0.447519145,0.383615419,0.137460583,0.201428663,0.323572945,0.565029925,2.398416887,0.159855847,1.372803913,0.137460583,1.268807517,0
0.243309706,0.377694199,0.169969622,5.171271517,0.285693621,0.258643136,0.678865905,1.66165196,1.096918849,0.395052799,0.447273253,0.489367858,0.462172718,0.743237379,0.348907855,0.32822219,0.554462607,0.181383312,0.149623588,2.293287327,0.416091593,0.370138018,0.134096612,0.195890841,0.269369511,0.553717064,2.313833124,0.154171895,1.316264115,0.134096612,1.22718005,0
0.252385846,0.402437234,0.178241081,5.303626487,0.304066951,0.270298047,0.698575833,1.737923947,1.0957275,0.38863603,0.444134488,0.509176332,0.480692997,0.762736749,0.358684481,0.331669358,0.535897812,0.188591022,0.146820449,2.180564214,0.415991272,0.360582918,0.133494389,0.191708229,0.277197631,0.561408978,2.258572319,0.162406484,1.338216958,0.133494389,1.238700125,0
0.243227326,0.402532391,0.177709069,5.403857479,0.297261484,0.281654888,0.740724382,1.941843345,1.090989399,0.39811543,0.462308598,0.529151943,0.480418139,0.785630153,0.371908127,0.342020024,0.549175501,0.191609616,0.155628085,2.179668843,0.428514568,0.378044897,0.132781404,0.19336093,0.282518707,0.576420952,1.206097755,0.160006368,1.296847636,0.132781404,1.182216208,0
0.294578083,0.398052692,0.190339824,4.991599847,0.311951126,0.283696067,0.673921344,1.761168385,1.07674685,0.403780069,0.487781596,0.546009927,0.540473463,0.792287132,0.374761359,0.391752577,0.605001909,0.167724029,0.149484536,2.256938937,0.380452022,0.349127676,0.135705789,0.1851705,0.245241872,0.541137986,2.170896114,0.163659794,1.266851705,0.135705789,1.213124504,0
0.291497976,0.385964912,0.215538847,5.106998265,0.308463466,0.287063813,0.694621168,1.808174282,1.086176981,0.407557355,0.464237517,0.551378446,0.53769038,0.819548872,0.384037016,0.39329092,0.590514748,0.168284469,0.145007924,2.191263867,0.384805864,0.338054675,0.129655309,0.18631141,0.25683439,0.551901743,2.182052298,0.156497623,1.250297147,0.129655309,1.191461965,0
0.271356784,0.396405102,0.186316196,5.286625435,0.305759567,0.292810205,0.72361809,1.993428682,1.093544646,0.423656745,0.505411674,0.571124855,0.555083108,0.830112099,0.398337843,0.388867414,0.613451875,0.165417194,0.147307954,2.201343589,0.385259468,0.348067374,0.1282251,0.186447279,0.24934281,0.536656606,2.091617175,0.173985006,1.241651251,0.1282251,1.093661766,0
0.253623188,0.368712702,0.199062234,4.748081841,0.296888321,0.283034953,0.647485081,1.72314578,1.077365729,0.400042626,0.443947144,0.554347826,0.540494459,0.790494459,0.381287298,0.371057118,0.607203751,0.152767343,0.146255948,2.208740296,0.371650388,0.328575006,0.128725269,0.188204358,0.235161533,0.543701478,2.126721763,0.170798898,1.280741297,0.128725269,1.09679439,0
0.237820513,0.371794872,0.20042735,4.849358974,0.299358974,0.287820513,0.664102564,1.758333333,1.097863248,0.452991453,0.451709402,0.554700855,0.553846154,0.828632479,0.378632479,0.385683761,0.612606838,0.154872175,0.140422379,2.230826232,0.355687292,0.320365567,0.123379029,0.170804001,0.240088922,0.546004693,2.102383599,0.179819686,1.271335062,0.123379029,1.076818575,0
0.236523193,0.371500209,0.18846636,4.756999582,0.308399499,0.285415796,0.670079398,1.821980777,1.051190974,0.394274969,0.452778939,0.554534058,0.549310489,0.800041789,0.381111575,0.37233598,0.594024237,0.157790927,0.144230769,2.229783037,0.360576923,0.330621302,0.122781065,0.178500986,0.2390286,0.56545858,2.104043393,0.15668146,1.278599606,0.122781065,1.060774162,0
0.838053341,1.006323893,0.164054624,2.222619375,1.06278068,0.243973971,0.497113005,1.693795252,1.51819265,0.493355329,0.322151957,0.388965264,0.310420676,0.673815416,0.294748419,0.25836312,0.214187517,0.190708361,0.158989016,1.280094149,0.452925353,0.180116566,0.111634163,0.20505492,0.194070836,0.481226182,2.745012329,0.117518494,0.972539789,0.111634163,1.829242322,1
0.938244544,1.077099018,0.169922806,2.289907557,1.072905747,0.259792242,0.512341561,1.663680549,1.566568188,0.550748118,0.335938245,0.405794339,0.315638997,0.714666921,0.314400076,0.274563995,0.223672925,0.182352612,0.152231118,1.265886569,0.45064666,0.180113096,0.110352164,0.205755557,0.187783439,0.482895695,2.664912379,0.115559039,0.914842394,0.110352164,1.831980292,1
0.956488032,1.10844074,0.171625157,2.311948832,1.120069774,0.269696676,0.528636496,1.841069871,1.660238395,0.529702491,0.344510127,0.427076267,0.332784185,0.710630875,0.317666441,0.283748425,0.229867235,0.179673721,0.151069224,1.268573633,0.432925485,0.173941799,0.106922399,0.200341711,0.189539242,0.472773369,2.361882716,0.115575397,0.882550705,0.106922399,1.809744268,1
0.731738035,0.944240898,0.162239524,2.257041447,0.885161438,0.24627891,0.435997252,1.766544539,1.351270895,0.43233341,0.298488665,0.362605908,0.300893062,0.61140371,0.278452027,0.243073048,0.29860316,0.181844845,0.156034609,1.547587623,0.381434228,0.175172313,0.104487462,0.198782813,0.196436428,0.484161901,2.851444493,0.118565772,0.966050741,0.104487462,1.795497874,1
0.815502959,1.00556213,0.164142012,2.29112426,0.930177515,0.244615385,0.445207101,1.683076923,1.419526627,0.632662722,0.312426036,0.38260355,0.296449704,0.629585799,0.288757396,0.256094675,0.32,0.182599596,0.15240302,1.558113461,0.39838553,0.170565812,0.104193139,0.201210853,0.192690037,0.477315195,2.627027431,0.112340235,0.939831079,0.104193139,1.823529412,1
0.807474652,0.925253478,0.165173308,2.280122613,0.938693704,0.248997878,0.448950719,1.78094789,1.417472294,0.468167885,0.311483141,0.390709738,0.298396605,0.635934921,0.288375383,0.255246404,0.316788493,0.175770765,0.145593036,1.540660138,0.396880667,0.169169387,0.102067465,0.197606094,0.184185709,0.497859993,2.41218716,0.111788176,0.899601016,0.102067465,1.805875952,1
0.668977725,0.903673108,0.169936569,2.179377489,0.893937159,0.265968432,0.408909869,1.469243251,1.37763682,0.428381767,0.299454197,0.35713232,0.2820475,0.61056203,0.276294439,0.264493288,0.370113586,0.160206718,0.154273136,1.653555364,0.334481769,0.155134463,0.101062303,0.186237918,0.184610968,0.439946406,2.710594315,0.118671643,0.953584075,0.101062303,1.811943727,1
0.776663065,0.916962494,0.173020528,2.271338169,0.940114215,0.258064516,0.434943664,1.587281988,1.427072079,0.450069455,0.319339404,0.381694706,0.290476925,0.644852601,0.287853064,0.253279827,0.38215774,0.158707188,0.151278341,1.648432224,0.344910757,0.154269175,0.09734684,0.180414858,0.185045827,0.415340087,2.458176556,0.109406657,0.918379161,0.09734684,1.750795948,1
0.646086165,0.942657767,0.170813107,2.274726942,0.836165049,0.253944175,0.428853155,1.59223301,1.424150485,0.474362864,0.31568568,0.367566748,0.286256068,0.639563107,0.281705097,0.244538835,0.386225728,0.157919893,0.149603288,1.639231431,0.351304847,0.150176847,0.099225695,0.182104961,0.184303604,0.432845808,2.325303508,0.101233152,0.914826498,0.099225695,1.739986617,1
0.602819996,0.835561253,0.184764695,1.985533785,0.822926204,0.251968504,0.39846182,1.478300678,1.379234572,0.428859183,0.305255448,0.34389306,0.276139901,0.600256363,0.264603552,0.241530855,0.4312397,0.155660377,0.162866876,1.822720126,0.330581761,0.15408805,0.103773585,0.173611111,0.183176101,0.418632075,2.652122642,0.121855346,1.007337526,0.103773585,1.664832285,1
0.625976005,0.806893925,0.190059036,2.103599314,0.757760427,0.262426205,0.394591506,1.468672634,1.410398019,0.429251571,0.313273662,0.3625976,0.302799467,0.610169492,0.301656827,0.252332889,0.443725005,0.151855275,0.161362736,1.819886439,0.343985211,0.154760333,0.099168097,0.165456226,0.182490427,0.425987059,2.377129275,0.115542057,0.99590651,0.099168097,1.706985343,1
0.605380298,0.875749952,0.189084575,2.154635185,0.779562609,0.2663054,0.399071028,1.495645442,1.470872847,0.449196826,0.319140701,0.381072189,0.30830269,0.633443004,0.28469131,0.249854848,0.450938649,0.149491831,0.154123247,1.832497105,0.337064197,0.154251898,0.096101891,0.165058536,0.174450019,0.411681461,2.227196707,0.113855654,0.962948668,0.096101891,1.658304387,1
0.555122374,0.726229153,0.174355642,1.867879575,0.686593026,0.239116309,0.385531731,1.433398311,1.323586745,0.412605588,0.316222655,0.365388781,0.285033572,0.602339181,0.273337665,0.248429716,0.444011263,0.144502962,0.16441738,1.922152732,0.319453588,0.143680053,0.10483871,0.158492429,0.184660961,0.435813035,2.536537196,0.140882159,1.004772877,0.10483871,1.657669519,1
0.543225534,0.757767914,0.170788417,1.859860495,0.725005284,0.248784612,0.346227013,1.379412386,1.261255549,0.42908476,0.285140562,0.36461636,0.28492919,0.563305855,0.257239484,0.231874868,0.42443458,0.132689791,0.16197644,1.892342932,0.29973822,0.135307592,0.098331152,0.166884817,0.178828534,0.416230366,2.251799738,0.127945026,0.999018325,0.098331152,1.65117801,1
0.574554817,0.714868054,0.166058786,1.895515984,0.675820639,0.242651791,0.369448616,1.413430594,1.3475649,0.409783308,0.300150182,0.347350354,0.323964814,0.593649431,0.2649646,0.232353572,0.446899807,0.136326795,0.159507213,1.898524882,0.313016696,0.131950073,0.09207327,0.157399903,0.178310909,0.425190468,2.187388556,0.132922678,0.994488572,0.09207327,1.595396337,1
0.641871921,0.8591133,0.159704433,2.515862069,0.721083744,0.240985222,0.466206897,1.766896552,1.477931034,0.487487685,0.308866995,0.389261084,0.324433498,0.645714286,0.307487685,0.270246305,0.252413793,0.209520168,0.175173644,1.626967438,0.604537055,0.234690626,0.113872427,0.206971261,0.200152934,0.552411903,2.739884025,0.12368572,1.075001593,0.113872427,1.796278596,1
0.673084718,0.877280097,0.161126875,2.479833806,0.744527767,0.243311715,0.479631131,1.789116336,1.492399676,0.488346169,0.313842724,0.392278071,0.314754763,0.65352655,0.30016214,0.284961492,0.253952169,0.203491646,0.165696765,1.495150491,0.581503035,0.224766911,0.109630186,0.20455541,0.188160941,0.516988924,2.477441962,0.124147425,0.992678806,0.109630186,1.720543145,1
0.660194175,0.828580097,0.159486246,2.593244337,0.817253236,0.249898867,0.481088188,1.840918285,1.515271036,0.488470874,0.3177589,0.399170712,0.32453479,0.680218447,0.303296926,0.263450647,0.251618123,0.204089219,0.169888476,1.483519207,0.577013631,0.229925651,0.112329616,0.207187113,0.183705081,0.488971499,2.412081784,0.124969021,1.039281289,0.112329616,1.690148699,1
0.571500251,0.747992975,0.165454089,2.424611139,0.694932263,0.239086804,0.439036628,1.700326141,1.41281987,0.45446563,0.310461616,0.377446061,0.307827396,0.617536377,0.28386854,0.252759659,0.347967888,0.193253199,0.162543622,1.694067468,0.527723924,0.222256689,0.111438542,0.19441644,0.186816596,0.51454052,2.540364482,0.125862737,1.021093447,0.111438542,1.720201629,1
0.540852001,0.738702577,0.168069403,2.544089085,0.713064871,0.249643921,0.452414865,1.735336009,1.479476887,0.469895118,0.310501101,0.398549786,0.32357892,0.62864172,0.294445164,0.266735724,0.380940049,0.189993029,0.157152815,1.690806289,0.50104562,0.211370149,0.110680815,0.197660909,0.181937882,0.514367594,2.384091085,0.121911548,0.941445279,0.110680815,1.616373635,1
0.649590164,0.728995902,0.186219262,2.529328893,0.6484375,0.245901639,0.439293033,1.712602459,1.37295082,0.468109631,0.3046875,0.389216189,0.308785861,0.641393443,0.294185451,0.285476434,0.347464139,0.184088666,0.155849085,1.693843468,0.51529644,0.214301981,0.106050254,0.196614287,0.171714871,0.496318227,2.296895164,0.122295605,0.956122372,0.106050254,1.633189099,1
0.474654378,0.671428571,0.185867896,2.247619048,0.60906298,0.246236559,0.404301075,1.615975422,1.304454685,0.425345622,0.294162826,0.358064516,0.315821813,0.605069124,0.280952381,0.253456221,0.389861751,0.178710834,0.158877519,1.945247389,0.451207933,0.19189788,0.109505222,0.183141682,0.178816331,0.483911805,2.484122798,0.134613356,1.082181665,0.109505222,1.641206878,1
0.46444276,0.66899166,0.163002274,2.233813495,0.545564822,0.241091736,0.386959818,1.556027293,1.281576952,0.428809704,0.287945413,0.359211524,0.312812737,0.593025019,0.278089462,0.253373768,0.374222896,0.165125495,0.151000915,1.822375775,0.431358602,0.184940555,0.104156082,0.186668022,0.165633574,0.455035057,2.266741185,0.123158216,0.998069302,0.104156082,1.607865054,1
0.542598762,0.673647469,0.171664287,2.306203395,0.572584484,0.257972394,0.415516421,1.654450262,1.377756624,0.458035856,0.298746629,0.389021101,0.304616849,0.635411709,0.285578296,0.270030144,0.394256703,0.170465092,0.152933897,1.881303496,0.449623595,0.182840054,0.101887182,0.187480664,0.167165103,0.441992369,2.28483036,0.129215221,1.023099928,0.101887182,1.616376199,1
0.418401057,0.53534853,0.159563925,1.791047241,0.453254047,0.220845722,0.347869177,1.531879749,1.128014536,0.363396102,0.25140403,0.305252725,0.274859597,0.547241493,0.246613809,0.225140403,0.39329369,0.178448005,0.187873076,2.029688973,0.480207352,0.187401822,0.109802074,0.171222117,0.170593779,0.411090167,2.229500471,0.145774427,1.109487904,0.109802074,1.698083569,1
0.406919537,0.520234883,0.152198064,1.724646881,0.480558641,0.223615299,0.31756864,1.36486272,1.076654499,0.336613236,0.239803206,0.299476274,0.261228376,0.525472147,0.227582923,0.228535153,0.371052214,0.177843016,0.201328801,2.003090235,0.452410383,0.192521632,0.10815822,0.177533993,0.173825711,0.43618665,2.315822002,0.15157602,1.138133498,0.10815822,1.690822002,1
0.44573509,0.584778086,0.160887656,1.862343967,0.506414702,0.228848821,0.338245492,1.449202497,1.175277393,0.365984743,0.251213592,0.319868239,0.265083218,0.560159501,0.239771151,0.235090153,0.134535368,0.166440115,0.171726325,2.029602779,0.448723758,0.184413231,0.099984897,0.170367014,0.167950461,0.452801692,2.471076877,0.148920103,1.079142124,0.099984897,1.648240447,1
0.511217949,0.65728022,0.19459707,2.021062271,0.574862637,0.298992674,0.423534799,1.736950549,1.310668498,0.429487179,0.331959707,0.390338828,0.380265568,0.701923077,0.301739927,0.293727106,0.497252747,0.169227851,0.181749194,2.139062796,0.473154999,0.179662303,0.107949156,0.16998672,0.16998672,0.530829065,2.261999621,0.160500854,1.083855056,0.107949156,1.652437868,1
0.392627058,0.503042233,0.149606299,1.582319256,0.414817466,0.2317466,0.30583393,1.302970651,1.026127416,0.344309234,0.260021475,0.315139585,0.29634932,0.521116679,0.238010021,0.220830351,0.384753042,0.170561178,0.187304508,2.15050598,0.451701932,0.185832567,0.106163753,0.165225391,0.182152714,0.527690892,2.376632935,0.161729531,1.115915363,0.106163753,1.520331187,1
0.440879382,0.539512775,0.163002575,1.771637948,0.483065954,0.243018419,0.335313924,1.390374332,1.166765696,0.367795603,0.281243811,0.340859576,0.32600515,0.587839176,0.254109725,0.227767875,0.422261834,0.165026917,0.18321886,2.173937256,0.453127901,0.186931502,0.109337293,0.181362539,0.186003341,0.57100427,2.53888992,0.158529794,1.085947652,0.109337293,1.565064043,1
0.449649843,0.648031876,0.143443613,2.353900024,0.689688481,0.201279884,0.634146341,0.908717701,0.887708283,0.374667955,0.258391693,0.307413668,0.269500121,0.612412461,0.334218788,0.233276986,0.140304274,0.205346651,0.172052487,0.995691344,0.477183705,0.201625539,0.121229926,0.186055621,0.189189189,0.669114767,2.37671367,0.133862123,1.124951038,0.121229926,1.695750098,1
0.486866675,0.681812523,0.147516494,2.371592182,0.751773933,0.238516121,0.64322171,1.027387029,0.904643346,0.386904021,0.265405204,0.32553218,0.273745799,0.635628034,0.349060127,0.218473796,0.135565791,0.200208156,0.166903207,0.967168133,0.453212224,0.191219605,0.119500426,0.178541016,0.188475731,0.670356704,2.475920144,0.133219794,1.093386318,0.119500426,1.626927808,1
0.52421875,0.700130208,0.154817708,2.53125,0.768619792,0.215104167,0.69140625,1.090885417,0.955859375,0.4109375,0.275130208,0.3359375,0.258723958,0.663411458,0.354947917,0.223958333,0.131119792,0.199714964,0.158669834,0.975771971,0.468788599,0.190688836,0.121615202,0.17871734,0.196484561,0.702327791,2.603135392,0.14023753,1.103562945,0.121615202,1.690736342,1
0.427303466,0.579740772,0.143279797,2.279797126,0.612285151,0.215131023,0.553958862,0.778670048,0.773598197,0.352634545,0.254860524,0.297548605,0.290786137,0.572414765,0.311355311,0.225838264,0.156663849,0.187715411,0.170974889,1.004554407,0.460610537,0.20310192,0.120014771,0.170974889,0.181437715,0.627154111,2.299975382,0.145741014,1.105859183,0.120014771,1.590965042,1
0.434017595,0.563343109,0.146627566,2.394868035,0.657917889,0.229032258,0.583431085,0.88313783,0.81085044,0.373607038,0.262756598,0.34516129,0.286656891,0.598680352,0.326099707,0.225806452,0.156451613,0.184893032,0.163499462,0.997968208,0.449145452,0.202223019,0.122146528,0.167443528,0.184653998,0.649695231,2.396677423,0.145332855,1.10864109,0.122146528,1.551093582,1
0.467165809,0.6284511,0.158633599,2.607549524,0.674465762,0.237404461,0.623927624,0.994072688,0.884885353,0.400405553,0.2749961,0.343628139,0.303852753,0.624707534,0.328029949,0.260021837,0.151458431,0.18128655,0.159446235,0.985917174,0.418904404,0.200023869,0.124955245,0.177825516,0.189521423,0.664876477,2.47905478,0.146318176,1.104189044,0.124955245,1.544695071,1
0.369484046,0.485913103,0.149355058,2.051595384,0.55431093,0.209097081,0.483027834,0.658180584,0.720638153,0.348438561,0.259674134,0.309063136,0.294976239,0.539035981,0.279531568,0.247284453,0.159708079,0.175359851,0.16437084,0.999380901,0.415570345,0.186658412,0.118093174,0.163132642,0.175978951,0.626218852,2.315276273,0.162668318,1.136820926,0.118093174,1.527317753,1
0.403018446,0.530091299,0.154089808,2.263089249,0.616172909,0.218930501,0.536053661,0.821688094,0.741009875,0.390162102,0.272964412,0.349543507,0.300912987,0.598099497,0.309483883,0.22955096,0.172908515,0.165175186,0.163810102,0.988320946,0.409221902,0.183527984,0.12422266,0.157136357,0.174730775,0.610647657,2.367662673,0.166236918,1.140603671,0.12422266,1.504322767,1
0.408687259,0.56988417,0.161969112,2.362741313,0.597876448,0.219111969,0.558494208,0.91023166,0.805791506,0.390540541,0.285521236,0.348262548,0.281467181,0.609073359,0.313513514,0.236100386,0.16969112,0.17122871,0.157086375,1.00243309,0.411648418,0.180656934,0.125304136,0.16560219,0.179288321,0.635796837,2.446015815,0.168491484,1.157998783,0.125304136,1.516119221,1
0.413551913,0.502295082,0.166994536,1.983169399,0.570054645,0.224918033,0.482404372,0.598907104,0.678907104,0.354098361,0.286338798,0.351912568,0.373333333,0.582076503,0.308415301,0.256830601,0.195846995,0.164722446,0.172968624,1.047063556,0.393201931,0.161906677,0.118664521,0.157884151,0.168543846,0.588495575,2.193081255,0.188857603,1.164923572,0.118664521,1.439058729,1
0.418160377,0.523820755,0.188443396,2.207075472,0.616509434,0.236792453,0.51745283,0.716981132,0.756603774,0.389150943,0.291981132,0.367688679,0.36745283,0.638443396,0.335377358,0.287735849,0.193160377,0.155027933,0.169992019,1.042697526,0.40103751,0.174780527,0.134078212,0.154030327,0.178571429,0.601755786,2.306863528,0.176376696,1.191739824,0.134078212,1.451715882,1
0.407619048,0.540952381,0.177619048,2.222380952,0.571190476,0.241904762,0.539285714,0.759047619,0.751904762,0.40547619,0.296904762,0.362142857,0.361666667,0.687380952,0.331428571,0.249285714,0.2,0.147832971,0.15574906,1.031466456,0.383138729,0.167821096,0.127251138,0.165248367,0.176330893,0.633682961,2.280229567,0.191965169,1.15218682,0.127251138,1.424500297,1
0.358104609,0.463231486,0.173226308,1.929829104,0.517348524,0.242102538,0.483687209,0.567840497,0.657431383,0.365354738,0.320041429,0.383480062,0.372087002,0.634645262,0.336872087,0.28767478,0.21232522,0.134600951,0.159619715,1.017262947,0.384038029,0.155366525,0.113585189,0.134600951,0.170127596,0.603702777,2.037277958,0.215411559,1.192644483,0.113585189,1.415561671,1
